campaign_id,item_id,platform,post_id,user_id,timestamp,post_text,hashtags,country,region,city,sentiment_score,sentiment_label,topic_classification,ad_mention,emoji_score
CMP001,ITEM_1003,Instagram,fe70965d-00bf-4072-a0cf-e05329608394,user_505,8/15/2025 0:40,Machine which could budget what after along month although.,['#SummerKicks'],USA,Florida,Orlando,0.83,Positive,Brand Perception,TRUE,5
CMP004,ITEM_1000,Instagram,e56333e3-0803-47e9-a51e-986727db6da3,user_326,9/23/2025 3:36,Listen professor such decide national mouth.,['#FootwearGoals'],USA,Washington,Seattle,0.02,Neutral,Ad Feedback,FALSE,5
CMP003,ITEM_1028,Facebook,ce8fa1c6-0541-4daf-898b-64a9cec105a7,user_760,7/6/2025 22:07,Door bag bar analysis what scientist sometimes age trial account father more staff.,['#FitInStyle'],USA,Washington,Seattle,0.83,Positive,Delivery,TRUE,1
CMP005,ITEM_1010,Instagram,8a0a1aa1-ac95-4192-a7fc-83ae4585863f,user_707,5/10/2025 17:19,Hold seven college into they last together end Democrat worry.,['#SummerKicks'],USA,Massachusetts,Boston,0.62,Positive,Brand Perception,FALSE,3
CMP004,ITEM_1009,Twitter,461c373a-2a1d-4109-8f2a-ab2688f3e39d,user_755,9/8/2025 6:09,Local home fear whether follow audience figure trip officer former small whole.,['#FitInStyle'],USA,Massachusetts,Boston,-0.39,Negative,Delivery,FALSE,5
CMP002,ITEM_1025,Facebook,2fabc27b-1a81-4792-91c5-e7e0f9b5ab2f,user_14,7/30/2025 8:41,Every serve exactly evidence travel student until.,['#FitInStyle'],USA,Texas,Austin,-0.89,Negative,Product Review,TRUE,0
CMP001,ITEM_1025,TikTok,85dc194e-c95f-4ee5-87c2-0b926598e5ae,user_153,8/20/2025 0:54,Assume describe federal attention relationship interview claim born fund from drug join son.,['#SummerKicks'],USA,Washington,Seattle,0.65,Positive,Product Review,FALSE,4
CMP003,ITEM_1014,Twitter,874d3314-3d58-4693-80f0-88cd7848fd08,user_498,9/22/2025 11:03,Exactly analysis service middle condition half and every morning point.,['#FootwearGoals'],USA,Florida,Orlando,0.6,Positive,Product Review,FALSE,5
CMP001,ITEM_1022,Instagram,9adef5a1-88bc-4a41-a78a-b0e964c8921f,user_68,6/15/2025 23:39,Someone report he in book less either through music music.,['#SummerKicks'],USA,Florida,Orlando,0.5,Positive,Product Review,FALSE,1
CMP004,ITEM_1031,Instagram,36716075-07b9-45b6-b4ee-7a2f5b7c6de0,user_979,7/30/2025 18:12,Despite Republican director people for field same able cell them.,['#SummerKicks'],USA,Texas,Austin,0.74,Positive,Brand Perception,TRUE,4
CMP002,ITEM_1033,Facebook,3d366c57-35bb-4751-990b-978849f8be99,user_349,9/10/2025 15:58,Responsibility me campaign social visit information office me like.,['#SummerKicks'],USA,Florida,Orlando,-0.74,Negative,Brand Perception,TRUE,0
CMP004,ITEM_1023,TikTok,fd38d53a-070f-4f72-86fa-65c22485ad73,user_252,4/26/2025 22:20,Half order resource piece rich purpose purpose.,['#RunFast2025'],USA,Washington,Seattle,0.08,Neutral,Delivery,FALSE,2
CMP005,ITEM_1021,YouTube,8c9be6f6-c6bc-4432-a0e7-9994f3870cc4,user_812,8/26/2025 7:14,Huge suddenly discover number can college image.,['#SummerKicks'],USA,Florida,Orlando,0.39,Positive,Delivery,TRUE,5
CMP005,ITEM_1039,Twitter,7b2c7f03-e026-4d72-a4dd-b5b04e8de5b7,user_832,6/17/2025 2:33,Research media mission federal his middle try everything.,['#RunFast2025'],USA,Georgia,Atlanta,0.08,Neutral,Delivery,TRUE,3
CMP002,ITEM_1039,Facebook,0290a32b-887b-4197-a763-39818292065a,user_83,3/29/2025 20:10,Tax forget enough attention when ahead phone action least wear statement those.,['#FootwearGoals'],USA,Georgia,Atlanta,0.93,Positive,Delivery,TRUE,3
CMP004,ITEM_1049,Twitter,8657206d-caaa-417f-9a13-daa3899706c1,user_810,7/14/2025 1:58,College positive drop whether relationship against herself man what film appear.,['#SummerKicks'],USA,Florida,Orlando,0.89,Positive,Ad Feedback,FALSE,1
CMP002,ITEM_1040,Instagram,c4e93275-3e62-41ea-a940-1cee273ea1ca,user_335,8/18/2025 8:58,Reduce writer these another image lot newspaper.,['#SummerKicks'],USA,California,San Diego,0.4,Positive,Delivery,FALSE,3
CMP003,ITEM_1038,YouTube,32085a26-5b13-4877-a749-d413bfcb1259,user_204,5/14/2025 13:00,Finally continue hundred foreign culture move east street before score.,['#RunFast2025'],USA,California,San Diego,-0.04,Neutral,Ad Feedback,TRUE,4
CMP005,ITEM_1018,Twitter,82c89ba1-f8e7-4fa9-94cc-532eb622f841,user_809,6/18/2025 3:43,However professor another toward thus series author.,['#FitInStyle'],USA,Massachusetts,Boston,-0.4,Negative,Delivery,FALSE,1
CMP002,ITEM_1018,Instagram,60a50b47-7e6a-4c3c-986f-434c94e18d58,user_29,8/10/2025 0:51,Traditional name particularly hold traditional speak task.,['#FitInStyle'],USA,Texas,Dallas,0.84,Positive,Product Review,FALSE,5
CMP004,ITEM_1035,Twitter,788b63c6-c304-4035-a1a4-341202a6381e,user_608,7/30/2025 21:29,Not above cell six card letter respond two effect story throughout walk attorney.,['#FitInStyle'],USA,Washington,Seattle,0.49,Positive,Delivery,TRUE,5
CMP005,ITEM_1029,Facebook,1083bb1d-1528-4034-b4d3-5b036da228ab,user_166,9/5/2025 15:01,Arm see safe east several professional.,['#FootwearGoals'],USA,Florida,Miami,0.31,Positive,Ad Feedback,FALSE,4
CMP004,ITEM_1023,Twitter,76185829-66ad-4ebc-afb4-5f4454efadcb,user_322,5/6/2025 6:59,Political where happen really within large character reflect business model machine.,['#FitInStyle'],USA,Colorado,Denver,0.6,Positive,Delivery,FALSE,1
CMP003,ITEM_1039,Instagram,dadaf28b-76f7-455e-81b8-f16057b9c984,user_659,8/29/2025 7:43,Second a street director politics political position down hope father four effect.,['#SummerKicks'],USA,Washington,Seattle,0.01,Neutral,Ad Feedback,TRUE,3
CMP001,ITEM_1004,Twitter,335f55b5-2bc6-47bf-805c-c29554e8cfd4,user_155,8/1/2025 10:09,No worker particularly item news nature already sell today him.,['#SneakerDrop'],USA,Colorado,Denver,0.8,Positive,Ad Feedback,FALSE,2
CMP003,ITEM_1005,TikTok,270b3819-7d05-4696-8e50-32e860e84c56,user_351,8/18/2025 18:01,Book small without first job place end cover successful say town PM.,['#SneakerDrop'],USA,Georgia,Atlanta,0.34,Positive,Brand Perception,FALSE,5
CMP002,ITEM_1035,Instagram,e7aa8d2a-2715-485d-9de0-a4cacfdea6dd,user_833,7/5/2025 9:11,Himself current suggest remember here party feeling rate.,['#RunFast2025'],USA,Georgia,Atlanta,0.83,Positive,Delivery,TRUE,1
CMP001,ITEM_1041,YouTube,34dd649a-69b4-4188-b3e8-6d6c46d69fa6,user_24,5/12/2025 18:59,Wonder others international save world least care local break.,['#SneakerDrop'],USA,Texas,Austin,-0.84,Negative,Ad Feedback,TRUE,1
CMP002,ITEM_1009,Twitter,7f57eee5-2c3e-4bf8-b139-78b9174b7da7,user_512,4/23/2025 21:38,Statement above line name raise need actually night call look social.,['#SummerKicks'],USA,Washington,Seattle,0.74,Positive,Brand Perception,TRUE,4
CMP003,ITEM_1031,Instagram,c4a81f07-2f89-4ac6-a6bd-9049622f818c,user_685,4/9/2025 18:36,Debate method baby pressure return similar prevent western language thousand.,['#FitInStyle'],USA,Colorado,Denver,0.44,Positive,Ad Feedback,TRUE,1
CMP005,ITEM_1031,Instagram,dca64b6e-7f09-42f9-9ee8-2c4b76e6db57,user_357,7/7/2025 16:22,Road place back couple more on education top feeling specific hold citizen.,['#SneakerDrop'],USA,California,San Diego,-0.64,Negative,Product Review,FALSE,1
CMP002,ITEM_1034,Instagram,52567fee-4725-4e3a-9148-3195ca58d66c,user_937,8/28/2025 7:47,What himself yes outside break thank tree though adult notice yeah white.,['#FootwearGoals'],USA,Arizona,Phoenix,0.56,Positive,Brand Perception,TRUE,1
CMP005,ITEM_1016,Facebook,516779e0-126e-44f7-81dc-29928c709027,user_200,4/14/2025 10:39,Use bill leave assume century military effect those page age argue north simple.,['#SummerKicks'],USA,Arizona,Phoenix,0.76,Positive,Brand Perception,TRUE,3
CMP005,ITEM_1041,YouTube,1927cbbf-15ca-4f6c-837c-c07784aa29d9,user_788,7/17/2025 0:50,Local imagine recently become respond black detail mention until idea great rise.,['#FitInStyle'],USA,Illinois,Chicago,0.33,Positive,Ad Feedback,TRUE,1
CMP005,ITEM_1047,Facebook,9010d4f1-16a3-4400-ab89-0068b2201546,user_852,6/23/2025 0:31,Save place management bank put piece.,['#RunFast2025'],USA,California,San Diego,-0.75,Negative,Ad Feedback,TRUE,4
CMP003,ITEM_1013,YouTube,809ee285-e872-47e1-9bd2-e2aa08cc1c20,user_24,8/8/2025 7:10,Rise dream rather government per thought dream relate.,['#SummerKicks'],USA,California,Los Angeles,0.43,Positive,Delivery,TRUE,3
CMP004,ITEM_1046,Facebook,a5fc5125-6a35-4ee7-850b-fb7c9536100b,user_468,5/6/2025 10:30,Indicate church there product think tend dark ever late strong push.,['#FitInStyle'],USA,California,San Diego,-0.36,Negative,Brand Perception,FALSE,5
CMP002,ITEM_1004,YouTube,4ecc6a1b-6ea6-4571-b342-ff060928ec02,user_109,8/9/2025 20:53,Report tree kitchen every station street continue still time central individual.,['#SneakerDrop'],USA,California,Los Angeles,0.07,Neutral,Delivery,TRUE,2
CMP004,ITEM_1024,YouTube,641b03d9-b7cf-4224-a8e0-8329f8863ea0,user_984,5/23/2025 14:26,Ask while up current long young place most.,['#RunFast2025'],USA,Texas,Dallas,0.45,Positive,Product Review,FALSE,5
CMP003,ITEM_1004,Facebook,56e3b67c-91da-4110-bea2-5f0681d0502d,user_427,8/27/2025 10:55,Effect no recently pretty off head control method.,['#SneakerDrop'],USA,Arizona,Phoenix,-0.37,Negative,Delivery,TRUE,2
CMP004,ITEM_1013,Instagram,2f5297fa-360d-460a-8bec-28aa3f3f6153,user_941,8/12/2025 3:24,Agent prevent today family affect painting word and lead grow police fill.,['#SneakerDrop'],USA,Georgia,Atlanta,0.38,Positive,Product Review,FALSE,4
CMP005,ITEM_1017,Facebook,bcdfa66e-de1c-460d-9eee-4a50d5bb6dfb,user_23,7/17/2025 4:34,Worker be land card less billion child seek agree after.,['#FootwearGoals'],USA,Georgia,Atlanta,0.78,Positive,Product Review,TRUE,3
CMP004,ITEM_1001,Instagram,1875136a-0d59-4b98-9aec-2b9b76b7392d,user_509,4/28/2025 13:23,Property stuff about near product field main painting.,['#FitInStyle'],USA,Georgia,Atlanta,0.98,Positive,Ad Feedback,TRUE,2
CMP003,ITEM_1046,TikTok,423488fc-c025-4b74-9fce-49b506dce5bb,user_207,4/21/2025 16:06,Writer computer song hope if water lay product.,['#SummerKicks'],USA,California,Los Angeles,0.09,Neutral,Product Review,TRUE,5
CMP004,ITEM_1000,Instagram,b1ae5a46-5c0a-42b4-84fb-8e811732965f,user_894,6/15/2025 3:20,Bad with help fill court morning follow pass career themselves.,['#FootwearGoals'],USA,Massachusetts,Boston,0.04,Neutral,Product Review,TRUE,2
CMP003,ITEM_1005,YouTube,acbcfeae-0d45-47b7-9577-55a0a57f8df4,user_376,4/30/2025 13:09,Drop although simply field game president who defense focus modern over these.,['#FitInStyle'],USA,Georgia,Atlanta,-0.03,Neutral,Delivery,TRUE,2
CMP003,ITEM_1026,Twitter,1fb83c90-f53b-46a7-93c1-c4fa991f8761,user_594,7/20/2025 0:44,Operation growth person society hold let stock professor born.,['#FitInStyle'],USA,Washington,Seattle,0.54,Positive,Delivery,TRUE,5
CMP004,ITEM_1043,YouTube,39075fcc-4403-4c51-ba6f-71d7cd4ce5d7,user_417,4/19/2025 20:37,Power yet perhaps return administration act.,['#SummerKicks'],USA,Massachusetts,Boston,0.48,Positive,Product Review,FALSE,2
CMP004,ITEM_1028,YouTube,c49e596c-af4a-46bf-9eb6-2ae7e97d1580,user_882,9/22/2025 0:42,Plan month baby whatever moment still more or.,['#RunFast2025'],USA,California,Los Angeles,0.94,Positive,Product Review,FALSE,4
CMP002,ITEM_1036,Twitter,c2ecb938-a002-4761-9b00-251a3b2485cd,user_835,5/9/2025 19:55,Feel bed claim ever economy million performance visit yeah.,['#RunFast2025'],USA,Florida,Orlando,0.88,Positive,Ad Feedback,TRUE,4
CMP001,ITEM_1036,Instagram,0141f575-d00e-4a25-a5a4-7eca06c17f30,user_260,5/24/2025 19:01,Middle charge social his factor enter space a huge someone good fact.,['#FootwearGoals'],USA,Texas,Austin,-0.48,Negative,Delivery,FALSE,0
CMP003,ITEM_1046,Facebook,4a0bead6-ff51-4cb2-bb01-2bd3b474e5aa,user_561,8/14/2025 13:36,Simple just design pick simply recently goal bill candidate decision ever boy way.,['#FitInStyle'],USA,Colorado,Denver,-0.02,Neutral,Delivery,FALSE,5
CMP001,ITEM_1014,TikTok,7134b557-f961-480d-a943-52cf263344c2,user_159,6/3/2025 20:13,Where old room finish since officer hear particularly.,['#RunFast2025'],USA,Florida,Orlando,0.86,Positive,Ad Feedback,FALSE,1
CMP001,ITEM_1044,Facebook,42507c5a-2140-4a05-b0d5-8757160487ce,user_247,6/18/2025 18:49,Third cup different level soon issue interest affect color bill cut series.,['#FitInStyle'],USA,Arizona,Phoenix,-0.62,Negative,Ad Feedback,TRUE,0
CMP001,ITEM_1001,Facebook,7bf9ba21-32aa-4b9a-a5dd-589e60f614b2,user_123,5/15/2025 15:32,Idea official part quite figure free though real scientist home wrong worker attorney.,['#RunFast2025'],USA,Florida,Miami,-0.52,Negative,Ad Feedback,FALSE,3
CMP001,ITEM_1027,Facebook,83bd72cb-0637-49ce-9a59-88a6ac0c4633,user_677,6/20/2025 10:04,During professor down one authority life hour true best might position.,['#FitInStyle'],USA,California,Los Angeles,-0.04,Neutral,Brand Perception,FALSE,1
CMP003,ITEM_1027,YouTube,9784ff38-0559-4457-a1a6-58b9cbfe5635,user_603,9/13/2025 10:34,Front maintain compare college against for theory mind school kitchen personal as.,['#FitInStyle'],USA,Texas,Austin,-0.09,Neutral,Brand Perception,TRUE,3
CMP003,ITEM_1022,Instagram,47516b2b-f1f4-4c03-b870-1cc3794015b8,user_261,5/25/2025 22:22,Significant long address exactly final accept six very dog.,['#FitInStyle'],USA,Massachusetts,Boston,-0.46,Negative,Brand Perception,FALSE,5
CMP004,ITEM_1001,TikTok,cbf6be41-849e-4efe-ab82-6c1712f5d9e2,user_39,5/1/2025 21:17,Knowledge budget trial crime management best understand.,['#FitInStyle'],USA,Texas,Dallas,0.68,Positive,Ad Feedback,TRUE,5
CMP001,ITEM_1029,TikTok,7d7bbd22-ddd2-4f45-879e-871cbeea659c,user_767,9/1/2025 7:11,Difficult social worry rest any nation magazine machine industry billion fight wrong.,['#SummerKicks'],USA,Illinois,Chicago,-0.01,Neutral,Delivery,FALSE,4
CMP004,ITEM_1013,YouTube,2287e345-8e71-4f90-81a0-3ddbb020cb23,user_420,8/11/2025 19:36,Local series manage agent expect you.,['#SneakerDrop'],USA,California,Los Angeles,0.02,Neutral,Ad Feedback,FALSE,0
CMP005,ITEM_1011,TikTok,0a1d08f0-47f5-4dc6-8183-0afc96d31359,user_281,4/17/2025 18:39,Result determine hand live number culture care.,['#FootwearGoals'],USA,Massachusetts,Boston,-0.63,Negative,Ad Feedback,FALSE,4
CMP001,ITEM_1044,YouTube,1552d23b-6849-46d6-b55d-27efa2e479f7,user_502,7/15/2025 10:35,Eat benefit why develop of begin production worry cup.,['#RunFast2025'],USA,Georgia,Atlanta,0.41,Positive,Delivery,FALSE,3
CMP001,ITEM_1043,Twitter,27d09cd4-1894-4ced-8422-58ce28f42aef,user_991,4/1/2025 19:18,See walk law may tend practice trip even light number strategy face.,['#SneakerDrop'],USA,Illinois,Chicago,0.47,Positive,Brand Perception,TRUE,3
CMP001,ITEM_1019,Twitter,f77de4fe-d266-452d-9419-f33094de5f35,user_228,9/18/2025 3:24,Couple speak rich matter new south avoid win.,['#SummerKicks'],USA,Texas,Austin,0,Neutral,Brand Perception,TRUE,0
CMP002,ITEM_1008,Twitter,4f6a229c-9919-453d-b054-546957533e22,user_758,8/17/2025 12:46,Age institution several white travel just store knowledge office listen.,['#FootwearGoals'],USA,California,San Diego,0.65,Positive,Brand Perception,TRUE,5
CMP005,ITEM_1044,Facebook,24efb9e8-dea8-4c21-9e4e-6e5f2645c02a,user_650,6/16/2025 3:32,We scientist miss expert plan civil stay strong.,['#FootwearGoals'],USA,Texas,Dallas,0.32,Positive,Brand Perception,FALSE,0
CMP001,ITEM_1005,Facebook,207230b6-46f6-4329-9678-effa7e291079,user_898,8/20/2025 4:28,Surface indicate support after rise also reduce recognize.,['#SummerKicks'],USA,Georgia,Atlanta,0.94,Positive,Product Review,TRUE,0
CMP002,ITEM_1005,YouTube,4c038e81-de7f-4da9-b61b-0aef0c5b2821,user_191,9/21/2025 10:40,Region hard story choose less adult ability price music view piece before.,['#RunFast2025'],USA,Georgia,Atlanta,0.01,Neutral,Delivery,FALSE,0
CMP002,ITEM_1037,TikTok,ff167735-8eb9-48d2-b799-acb725e8c987,user_118,6/11/2025 20:26,Machine but maintain specific leg community perhaps travel Mr two.,['#FootwearGoals'],USA,California,Los Angeles,0.4,Positive,Product Review,FALSE,0
CMP003,ITEM_1003,YouTube,81cca385-864b-4a87-acc4-f5ee62fa38db,user_807,8/7/2025 0:21,As green board while interesting that explain appear blue concern part fire land.,['#SneakerDrop'],USA,Texas,Dallas,-0.05,Neutral,Ad Feedback,FALSE,1
CMP003,ITEM_1015,TikTok,6f72194e-6c0d-4207-bd94-025e5924b61a,user_820,8/9/2025 10:44,Agreement letter exactly name address some only evidence discover by fight price day.,['#RunFast2025'],USA,Illinois,Chicago,0,Neutral,Product Review,TRUE,1
CMP004,ITEM_1035,YouTube,f48ec380-e843-47a0-b63f-a48144638f60,user_879,6/20/2025 22:32,Win program number reflect though woman country understand would PM little interview.,['#SneakerDrop'],USA,Florida,Miami,0.07,Neutral,Product Review,TRUE,3
CMP005,ITEM_1004,YouTube,37bf22d4-0b5e-4a5e-8489-459ce68b5c96,user_168,7/21/2025 16:48,Individual education eat will according green state.,['#RunFast2025'],USA,Texas,Austin,-0.41,Negative,Delivery,TRUE,2
CMP004,ITEM_1003,TikTok,1584b0a5-5d65-4993-b570-a03f1242b012,user_43,9/28/2025 0:28,West card record think suddenly hospital court myself vote once enjoy treatment.,['#SummerKicks'],USA,Massachusetts,Boston,0.77,Positive,Delivery,FALSE,3
CMP005,ITEM_1014,Twitter,10357c4d-daa0-4ffa-8e46-f4336ef44f52,user_490,9/7/2025 3:31,Boy born manage news house modern exactly energy heart dog tend understand.,['#FootwearGoals'],USA,Colorado,Denver,-0.55,Negative,Product Review,TRUE,4
CMP005,ITEM_1018,TikTok,a65f1e37-ac93-495b-8fe6-b4c4af1a78ff,user_791,4/16/2025 14:08,How trade when public use newspaper yet.,['#SneakerDrop'],USA,Massachusetts,Boston,-0.02,Neutral,Ad Feedback,TRUE,5
CMP001,ITEM_1023,Facebook,2622d1c5-e844-4377-994a-5d695cb2cad2,user_402,9/11/2025 17:00,Large decade become within score game.,['#SummerKicks'],USA,Georgia,Atlanta,0.1,Neutral,Delivery,FALSE,4
CMP005,ITEM_1020,Facebook,7a51d191-731f-461e-b4d1-aba6d7add237,user_875,4/29/2025 7:21,Herself friend at enter likely usually person reduce.,['#FitInStyle'],USA,Colorado,Denver,0.83,Positive,Product Review,FALSE,2
CMP001,ITEM_1044,TikTok,8a512af0-594e-493a-a16e-750821c2e59a,user_998,4/6/2025 12:18,Matter indicate decide price too foot best rest conference ago ground.,['#SummerKicks'],USA,Colorado,Denver,0.03,Neutral,Delivery,FALSE,2
CMP003,ITEM_1038,YouTube,21f44865-98eb-4959-88fa-193188b756b3,user_233,9/11/2025 6:21,Interesting area about life brother itself which.,['#SummerKicks'],USA,Washington,Seattle,-0.6,Negative,Delivery,FALSE,1
CMP003,ITEM_1033,TikTok,b530a554-d8be-45a0-8964-3628b97f6f83,user_285,4/10/2025 22:08,Manager officer kitchen think nearly half wife save office on father wife never.,['#SummerKicks'],USA,California,San Diego,0.76,Positive,Product Review,FALSE,1
CMP003,ITEM_1045,YouTube,ae515558-6fc3-449c-b478-b6a99663e0d9,user_566,7/8/2025 21:03,Manage respond happen mind past attack hospital work anything design bank stage economy.,['#SummerKicks'],USA,Illinois,Chicago,-0.59,Negative,Product Review,TRUE,5
CMP003,ITEM_1040,Twitter,6584fd0e-7a8d-4068-b437-d6b447dc0281,user_210,5/25/2025 3:11,Subject involve business realize defense new under community represent local move body.,['#FootwearGoals'],USA,Texas,Austin,-0.87,Negative,Brand Perception,FALSE,1
CMP004,ITEM_1030,Facebook,1e3594c2-33cf-450e-8218-c9b23f8445ea,user_954,4/25/2025 1:14,Inside tell floor today enough idea north everyone television camera.,['#FootwearGoals'],USA,Georgia,Atlanta,-0.07,Neutral,Ad Feedback,FALSE,0
CMP004,ITEM_1035,TikTok,a451ffa0-d5a5-4db5-b6c4-04dec98ef225,user_3,4/1/2025 22:15,Leave side page write avoid government ready quality government.,['#SneakerDrop'],USA,Illinois,Chicago,-0.82,Negative,Brand Perception,FALSE,4
CMP005,ITEM_1017,YouTube,e6f14c37-4913-4426-a492-138389e29ba9,user_581,7/31/2025 23:32,Ball stock protect former road price condition plan.,['#FitInStyle'],USA,Illinois,Chicago,0.99,Positive,Brand Perception,TRUE,3
CMP004,ITEM_1024,Facebook,0f36b822-1d57-4f02-b165-0d4342020ac6,user_122,7/4/2025 0:00,Huge ten moment bag side determine.,['#RunFast2025'],USA,Florida,Miami,0.83,Positive,Ad Feedback,TRUE,0
CMP003,ITEM_1006,YouTube,3284045d-c4dd-4bbf-8033-cb43b40f182f,user_548,5/3/2025 22:13,Respond account claim action room message.,['#SummerKicks'],USA,Florida,Miami,-0.35,Negative,Brand Perception,TRUE,0
CMP005,ITEM_1003,Instagram,e2311daa-6754-4cbc-87ae-646a5489add8,user_114,8/9/2025 9:55,Perform next partner adult now remember structure bank fight.,['#SummerKicks'],USA,California,San Diego,-0.8,Negative,Product Review,TRUE,1
CMP005,ITEM_1038,YouTube,917f6b7b-5a2c-43a7-a6d0-cbb362dd4093,user_769,9/2/2025 4:29,Dinner adult everyone campaign forward high speech sport thing defense month but sea.,['#SummerKicks'],USA,Colorado,Denver,0.47,Positive,Ad Feedback,FALSE,1
CMP002,ITEM_1024,Twitter,a7366cc0-b0aa-4cd2-a1a2-2dd599f08edc,user_554,7/4/2025 21:31,Fact open policy try method another fire south to free by.,['#FootwearGoals'],USA,California,Los Angeles,-0.94,Negative,Delivery,FALSE,0
CMP001,ITEM_1015,TikTok,4535ce7b-130a-4cd7-9d95-dd53d51796d7,user_226,7/7/2025 21:13,Road which likely run purpose all oil begin.,['#RunFast2025'],USA,Georgia,Atlanta,0.08,Neutral,Product Review,FALSE,0
CMP001,ITEM_1015,Facebook,4d26c96d-8fc0-44c2-b9da-bf959fbb5361,user_445,7/6/2025 18:53,Time later hotel enough admit game tonight interview our place way from follow.,['#FootwearGoals'],USA,California,San Diego,-0.69,Negative,Product Review,TRUE,0
CMP004,ITEM_1045,TikTok,b474760e-cdcd-4b4b-afc0-bf6f568de3b8,user_453,4/29/2025 20:52,Already heart across center agreement nation especially Mr before first.,['#RunFast2025'],USA,Florida,Orlando,-0.4,Negative,Brand Perception,TRUE,4
CMP003,ITEM_1013,TikTok,96af1342-2472-4445-bbda-26e4acd9d681,user_447,3/30/2025 13:55,Suggest pattern green old size six through research.,['#FootwearGoals'],USA,Washington,Seattle,0.65,Positive,Brand Perception,FALSE,4
CMP002,ITEM_1023,Twitter,9daeb585-b23f-4359-9469-71f99a80de58,user_720,7/28/2025 15:49,Drug discover moment give especially find less least.,['#SneakerDrop'],USA,California,San Diego,-0.52,Negative,Product Review,FALSE,1
CMP002,ITEM_1020,Facebook,9fd22ced-bef5-4d4a-a221-aa0619459cf0,user_414,6/29/2025 15:31,Group national job fish fast though at office increase after great work.,['#SummerKicks'],USA,Illinois,Chicago,-0.37,Negative,Brand Perception,FALSE,0
CMP005,ITEM_1015,Instagram,7f7ce041-563b-4ddc-98a3-a468e9877009,user_463,6/26/2025 15:58,Lose interesting may operation many dog record wear everything wish action.,['#SneakerDrop'],USA,Massachusetts,Boston,-0.03,Neutral,Ad Feedback,FALSE,3
CMP004,ITEM_1027,Instagram,f1a60ddc-bca1-4b2b-a54a-7e86651d36cd,user_447,8/4/2025 12:12,Push policy step social social series.,['#SummerKicks'],USA,Washington,Seattle,0.56,Positive,Delivery,FALSE,1
CMP002,ITEM_1014,YouTube,3e657cf1-0215-4240-b22c-598363108748,user_660,9/14/2025 18:07,Feeling hundred old reflect Mrs reality into old claim soon guy their.,['#FootwearGoals'],USA,California,San Diego,-0.06,Neutral,Ad Feedback,FALSE,2
CMP001,ITEM_1048,Twitter,6d03471a-0035-45d5-a78e-e7ba47477696,user_92,6/5/2025 0:43,Child evidence none quite fish ago down day garden scientist.,['#RunFast2025'],USA,Texas,Dallas,0.01,Neutral,Delivery,TRUE,4
CMP003,ITEM_1028,Twitter,16dcb638-8173-4af5-9340-dc2584ad56c6,user_300,8/27/2025 4:14,Or what Mr some one agreement provide serve quickly.,['#RunFast2025'],USA,Massachusetts,Boston,0.94,Positive,Product Review,FALSE,2
CMP002,ITEM_1033,Instagram,c3ae3687-3198-4fa4-83f4-a4910703211c,user_237,6/19/2025 17:04,Past crime number prepare sit quality receive.,['#SneakerDrop'],USA,California,San Diego,0.76,Positive,Product Review,FALSE,4
CMP004,ITEM_1027,Twitter,0988108c-6edf-46eb-9517-9ce35b60be0d,user_241,4/24/2025 1:09,Research or simple campaign specific technology operation member describe become town door partner.,['#SneakerDrop'],USA,Illinois,Chicago,-0.08,Neutral,Ad Feedback,FALSE,1
CMP005,ITEM_1007,TikTok,985c5557-db54-42ee-87ef-3f64e7dc1339,user_566,7/10/2025 10:51,Five majority ago time see at great big general part American.,['#SummerKicks'],USA,Florida,Orlando,0.67,Positive,Product Review,TRUE,0
CMP003,ITEM_1010,Facebook,2b81630f-5ac0-4ea4-a526-a9e5e2a51f82,user_525,7/6/2025 11:05,Pattern area short benefit half either individual successful area.,['#SneakerDrop'],USA,Colorado,Denver,-0.09,Neutral,Product Review,TRUE,0
CMP004,ITEM_1009,Twitter,e5790d55-50ea-4bc5-9827-e7d28b6f07b4,user_247,4/25/2025 13:07,Character happen action where company physical soon enter take better chair.,['#FootwearGoals'],USA,Washington,Seattle,-0.04,Neutral,Product Review,FALSE,1
CMP001,ITEM_1045,Twitter,4c056b64-b59a-46fc-9335-011d24b3145c,user_165,9/19/2025 0:46,Him man its drive throughout example any cell key.,['#FootwearGoals'],USA,California,Los Angeles,0.56,Positive,Ad Feedback,FALSE,3
CMP005,ITEM_1031,TikTok,1c214ba2-aaf3-47b4-96b8-017c7d80100b,user_563,7/5/2025 20:02,Say game successful exactly someone all.,['#FootwearGoals'],USA,Florida,Orlando,0.67,Positive,Delivery,FALSE,2
CMP005,ITEM_1026,Twitter,296e132f-a2cf-4449-863c-3349c01654d6,user_515,8/6/2025 2:14,Within ahead keep safe human of large.,['#FitInStyle'],USA,Florida,Miami,-0.86,Negative,Delivery,FALSE,0
CMP005,ITEM_1026,TikTok,c117d9c1-98cf-47ef-bb47-d65b28cec429,user_384,4/2/2025 14:10,Magazine control growth figure system plant issue music.,['#SummerKicks'],USA,Washington,Seattle,0.64,Positive,Ad Feedback,TRUE,3
CMP002,ITEM_1028,YouTube,d4dde0b1-468b-4125-b370-e826d31a6876,user_809,6/1/2025 9:14,Catch story ever idea goal American prove our organization religious best scene back.,['#RunFast2025'],USA,Texas,Austin,-0.72,Negative,Product Review,TRUE,1
