store_id,item_id,product_name,category,date,sales_volume,unit_price,sales_value,country,state,city,zipcode
STORE_183,ITEM_5792,Jeans,Bottoms,4/10/2025,25,84.73,2118.25,USA,California,Los Angeles,86091
STORE_176,ITEM_8940,Jackets,Outerwear,8/28/2025,35,44.65,1562.75,USA,Arizona,Phoenix,96882
STORE_105,ITEM_1352,Shirts,Tops,8/17/2025,16,278.24,4451.84,USA,Washington,Seattle,54842
STORE_195,ITEM_7445,Skirts,Bottoms,5/18/2025,11,25.14,276.54,USA,Nevada,Las Vegas,18207
STORE_164,ITEM_4869,Skirts,Bottoms,6/10/2025,18,247.33,4451.94,USA,Florida,Miami,61203
STORE_128,ITEM_5590,Trousers,Bottoms,6/4/2025,10,115.7,1157,USA,California,Los Angeles,82567
STORE_166,ITEM_7262,Coats,Outerwear,8/24/2025,44,191.49,8425.56,USA,New York,New York,58676
STORE_154,ITEM_3502,Shirts,Tops,5/2/2025,20,274.73,5494.6,USA,Illinois,Chicago,37180
STORE_126,ITEM_3158,Trousers,Bottoms,9/4/2025,42,58.8,2469.6,USA,Washington,Seattle,85134
STORE_188,ITEM_6062,Hats,Accessories,8/2/2025,46,271.62,12494.52,USA,Texas,Houston,83265
STORE_140,ITEM_3589,Shirts,Tops,8/17/2025,5,176.06,880.3,USA,Texas,Houston,59099
STORE_193,ITEM_3384,Boots,Footwear,8/21/2025,2,234.32,468.64,USA,Arizona,Phoenix,21266
STORE_195,ITEM_8258,Vests,Outerwear,7/27/2025,41,281.31,11533.71,USA,Florida,Miami,30991
STORE_116,ITEM_2749,Shorts,Bottoms,8/5/2025,12,27.34,328.08,USA,Illinois,Chicago,70319
STORE_176,ITEM_4783,Scarves,Accessories,5/2/2025,15,84.66,1269.9,USA,Colorado,Denver,96800
STORE_117,ITEM_8808,Sneakers,Footwear,5/1/2025,33,256.92,8478.36,USA,New York,New York,8103
STORE_162,ITEM_7348,Raincoats,Outerwear,6/28/2025,31,58.5,1813.5,USA,Texas,Houston,76412
STORE_197,ITEM_7694,Blouses,Tops,5/31/2025,1,279.12,279.12,USA,California,Los Angeles,83440
STORE_108,ITEM_4351,Coats,Outerwear,7/3/2025,12,279.59,3355.08,USA,Illinois,Chicago,90634
STORE_131,ITEM_8496,Vests,Outerwear,7/4/2025,28,133.36,3734.08,USA,Arizona,Phoenix,3330
STORE_178,ITEM_7457,Sandals,Footwear,9/4/2025,48,180.14,8646.72,USA,Arizona,Phoenix,26778
STORE_157,ITEM_2791,Belts,Accessories,9/14/2025,30,251.56,7546.8,USA,Washington,Seattle,43203
STORE_150,ITEM_9812,Boots,Footwear,5/8/2025,48,30.99,1487.52,USA,Washington,Seattle,31024
STORE_156,ITEM_5770,Jackets,Outerwear,9/25/2025,26,267.63,6958.38,USA,Illinois,Chicago,32352
STORE_137,ITEM_7921,Trousers,Bottoms,6/30/2025,40,277.33,11093.2,USA,Texas,Houston,89807
STORE_111,ITEM_8400,Hats,Accessories,4/13/2025,47,160.18,7528.46,USA,Nevada,Las Vegas,50041
STORE_141,ITEM_7775,Blouses,Tops,5/21/2025,29,26.98,782.42,USA,Georgia,Atlanta,68110
STORE_132,ITEM_2477,Coats,Outerwear,7/30/2025,21,213.68,4487.28,USA,Nevada,Las Vegas,72321
STORE_190,ITEM_2870,T-Shirts,Tops,6/11/2025,29,197.54,5728.66,USA,New York,New York,19866
STORE_148,ITEM_3619,Sandals,Footwear,5/27/2025,36,126.57,4556.52,USA,Washington,Seattle,59192
STORE_120,ITEM_3459,Hoodies,Tops,8/5/2025,10,70.08,700.8,USA,Colorado,Denver,21622
STORE_193,ITEM_6071,Sandals,Footwear,7/5/2025,50,289.07,14453.5,USA,Florida,Miami,29104
STORE_125,ITEM_3155,Shorts,Bottoms,6/12/2025,1,194.32,194.32,USA,New York,New York,45020
STORE_163,ITEM_9153,Jeans,Bottoms,6/29/2025,35,246.09,8613.15,USA,Nevada,Las Vegas,30905
STORE_175,ITEM_4553,Socks,Accessories,8/16/2025,43,153.2,6587.6,USA,Illinois,Chicago,66013
STORE_131,ITEM_1107,Vests,Outerwear,6/17/2025,36,97.87,3523.32,USA,New York,New York,14345
STORE_118,ITEM_4028,Hats,Accessories,4/1/2025,4,202.92,811.68,USA,California,Los Angeles,5491
STORE_142,ITEM_5889,Boots,Footwear,6/1/2025,6,33.73,202.38,USA,California,Los Angeles,18903
STORE_178,ITEM_5659,Coats,Outerwear,7/4/2025,43,213.62,9185.66,USA,Texas,Houston,48065
STORE_104,ITEM_6901,Hats,Accessories,8/13/2025,6,235.18,1411.08,USA,Nevada,Las Vegas,7575
STORE_197,ITEM_2108,Skirts,Bottoms,5/11/2025,28,256.13,7171.64,USA,Georgia,Atlanta,47075
STORE_115,ITEM_3204,Sneakers,Footwear,9/15/2025,45,260.63,11728.35,USA,Nevada,Las Vegas,38053
STORE_189,ITEM_4438,Trousers,Bottoms,4/27/2025,14,191.38,2679.32,USA,Washington,Seattle,3820
STORE_154,ITEM_5705,Running Shoes,Footwear,8/13/2025,39,257.38,10037.82,USA,Nevada,Las Vegas,55827
STORE_166,ITEM_9132,Skirts,Bottoms,6/18/2025,47,196.92,9255.24,USA,Texas,Houston,58243
STORE_190,ITEM_4812,Coats,Outerwear,7/9/2025,19,294.19,5589.61,USA,Colorado,Denver,89717
STORE_180,ITEM_8616,Running Shoes,Footwear,8/15/2025,8,226.49,1811.92,USA,California,Los Angeles,22241
STORE_142,ITEM_1745,Shirts,Tops,7/24/2025,23,176.92,4069.16,USA,Georgia,Atlanta,58070
STORE_132,ITEM_5614,T-Shirts,Tops,8/10/2025,5,106.18,530.9,USA,Illinois,Chicago,85607
STORE_187,ITEM_2865,Scarves,Accessories,4/11/2025,22,115.58,2542.76,USA,California,Los Angeles,58026
STORE_142,ITEM_4178,Belts,Accessories,7/22/2025,22,278.24,6121.28,USA,Texas,Houston,3418
STORE_161,ITEM_3224,Vests,Outerwear,5/22/2025,10,195.62,1956.2,USA,California,Los Angeles,67632
STORE_195,ITEM_7782,Scarves,Accessories,4/26/2025,4,253.83,1015.32,USA,Nevada,Las Vegas,6227
STORE_102,ITEM_9779,Skirts,Bottoms,5/12/2025,14,181.67,2543.38,USA,Washington,Seattle,8819
STORE_135,ITEM_3446,Skirts,Bottoms,6/30/2025,2,114.96,229.92,USA,New York,New York,7291
STORE_123,ITEM_7382,Coats,Outerwear,8/9/2025,39,52.72,2056.08,USA,Colorado,Denver,27630
STORE_152,ITEM_5448,Skirts,Bottoms,4/9/2025,6,159.18,955.08,USA,California,Los Angeles,89877
STORE_127,ITEM_5958,Hoodies,Tops,8/27/2025,34,104.65,3558.1,USA,Nevada,Las Vegas,24439
STORE_111,ITEM_4311,Sneakers,Footwear,6/2/2025,29,161.68,4688.72,USA,California,Los Angeles,36828
STORE_161,ITEM_6572,Coats,Outerwear,4/25/2025,47,264.69,12440.43,USA,Illinois,Chicago,5110
STORE_166,ITEM_2609,Skirts,Bottoms,9/22/2025,44,297.96,13110.24,USA,Texas,Houston,79605
STORE_191,ITEM_7350,T-Shirts,Tops,8/7/2025,34,52.43,1782.62,USA,Nevada,Las Vegas,70429
STORE_142,ITEM_2426,Jeans,Bottoms,9/15/2025,30,268.97,8069.1,USA,Colorado,Denver,6122
STORE_181,ITEM_6114,Sneakers,Footwear,5/31/2025,14,109.85,1537.9,USA,California,Los Angeles,68022
STORE_140,ITEM_9720,Hoodies,Tops,9/8/2025,50,143.51,7175.5,USA,Florida,Miami,72286
STORE_135,ITEM_3580,Sneakers,Footwear,8/14/2025,8,24.27,194.16,USA,Texas,Houston,97266
STORE_144,ITEM_9888,Belts,Accessories,6/10/2025,36,109.18,3930.48,USA,Illinois,Chicago,28046
STORE_121,ITEM_5011,Hoodies,Tops,9/22/2025,5,107.19,535.95,USA,Colorado,Denver,2258
STORE_103,ITEM_3131,Trousers,Bottoms,5/10/2025,31,272.92,8460.52,USA,California,Los Angeles,16903
STORE_111,ITEM_1881,Running Shoes,Footwear,5/22/2025,28,129.74,3632.72,USA,Georgia,Atlanta,20010
STORE_139,ITEM_6826,Socks,Accessories,9/6/2025,22,248.88,5475.36,USA,Colorado,Denver,42053
STORE_111,ITEM_3159,Belts,Accessories,4/9/2025,45,151.12,6800.4,USA,Nevada,Las Vegas,92163
STORE_129,ITEM_8709,Raincoats,Outerwear,5/22/2025,15,60.24,903.6,USA,Nevada,Las Vegas,3246
STORE_123,ITEM_7423,Scarves,Accessories,9/6/2025,45,276.83,12457.35,USA,Arizona,Phoenix,96735
STORE_103,ITEM_8987,Skirts,Bottoms,5/4/2025,5,153.09,765.45,USA,Nevada,Las Vegas,98984
STORE_136,ITEM_3798,Trousers,Bottoms,5/13/2025,50,117.61,5880.5,USA,Nevada,Las Vegas,59506
STORE_151,ITEM_2686,Hats,Accessories,6/23/2025,46,243.09,11182.14,USA,Washington,Seattle,29128
STORE_159,ITEM_9728,Jeans,Bottoms,7/28/2025,26,185.35,4819.1,USA,Florida,Miami,84638
STORE_161,ITEM_3605,Blouses,Tops,6/11/2025,25,38.5,962.5,USA,Washington,Seattle,10860
STORE_169,ITEM_6606,Shirts,Tops,6/28/2025,45,86.12,3875.4,USA,Georgia,Atlanta,85821
STORE_141,ITEM_8584,Sandals,Footwear,4/29/2025,36,47.34,1704.24,USA,New York,New York,64204
STORE_108,ITEM_7648,Coats,Outerwear,8/24/2025,39,50.45,1967.55,USA,Florida,Miami,24304
STORE_182,ITEM_9098,Socks,Accessories,5/2/2025,43,37.22,1600.46,USA,Arizona,Phoenix,26479
STORE_196,ITEM_1003,Blouses,Tops,8/13/2025,10,205.05,2050.5,USA,Colorado,Denver,68036
STORE_125,ITEM_8326,Raincoats,Outerwear,8/21/2025,14,210.82,2951.48,USA,Georgia,Atlanta,22571
STORE_155,ITEM_5989,Skirts,Bottoms,9/1/2025,46,295.12,13575.52,USA,Colorado,Denver,80784
STORE_178,ITEM_1133,Jeans,Bottoms,8/9/2025,33,133.18,4394.94,USA,Colorado,Denver,30916
STORE_170,ITEM_7049,Hoodies,Tops,8/20/2025,4,20.24,80.96,USA,California,Los Angeles,49946
STORE_103,ITEM_5623,Scarves,Accessories,5/18/2025,16,140.88,2254.08,USA,New York,New York,88201
STORE_151,ITEM_7271,Socks,Accessories,9/4/2025,25,141.85,3546.25,USA,Arizona,Phoenix,37140
STORE_124,ITEM_3278,Blouses,Tops,7/22/2025,36,127.69,4596.84,USA,Nevada,Las Vegas,67537
STORE_185,ITEM_5726,Trousers,Bottoms,4/19/2025,9,57.6,518.4,USA,Texas,Houston,27616
STORE_184,ITEM_8974,Running Shoes,Footwear,7/8/2025,28,292.99,8203.72,USA,Texas,Houston,56079
STORE_158,ITEM_7813,T-Shirts,Tops,5/15/2025,45,189.24,8515.8,USA,Texas,Houston,5328
STORE_154,ITEM_9346,Coats,Outerwear,6/4/2025,36,249.62,8986.32,USA,Nevada,Las Vegas,51293
STORE_154,ITEM_4044,Raincoats,Outerwear,5/1/2025,39,22.08,861.12,USA,Illinois,Chicago,4961
STORE_152,ITEM_5411,Coats,Outerwear,8/4/2025,35,181.38,6348.3,USA,Washington,Seattle,55991
STORE_190,ITEM_8917,Running Shoes,Footwear,5/28/2025,24,51.69,1240.56,USA,Colorado,Denver,37680
STORE_196,ITEM_9624,Jackets,Outerwear,4/22/2025,50,98.24,4912,USA,Texas,Houston,63094
STORE_131,ITEM_2449,Belts,Accessories,5/15/2025,31,196.59,6094.29,USA,Washington,Seattle,48813
STORE_143,ITEM_1864,Sneakers,Footwear,5/22/2025,35,237.99,8329.65,USA,Colorado,Denver,87006
STORE_173,ITEM_8687,Vests,Outerwear,9/7/2025,47,112.82,5302.54,USA,Washington,Seattle,54406
STORE_104,ITEM_3744,Skirts,Bottoms,4/18/2025,45,278.4,12528,USA,Florida,Miami,4407
STORE_174,ITEM_8752,Skirts,Bottoms,9/13/2025,11,180.4,1984.4,USA,California,Los Angeles,62290
STORE_110,ITEM_8942,Jeans,Bottoms,5/21/2025,9,161.57,1454.13,USA,Florida,Miami,59728
STORE_135,ITEM_5603,Skirts,Bottoms,4/22/2025,17,23.98,407.66,USA,Texas,Houston,8293
STORE_184,ITEM_3476,Boots,Footwear,7/16/2025,29,123.53,3582.37,USA,Colorado,Denver,66002
STORE_123,ITEM_8944,Hoodies,Tops,8/25/2025,34,261.36,8886.24,USA,Illinois,Chicago,40277
STORE_163,ITEM_3525,Jeans,Bottoms,7/3/2025,49,298.2,14611.8,USA,Texas,Houston,85234
STORE_126,ITEM_3740,Coats,Outerwear,7/1/2025,37,225.62,8347.94,USA,Nevada,Las Vegas,35406
STORE_106,ITEM_2900,Jeans,Bottoms,9/22/2025,11,149.92,1649.12,USA,Florida,Miami,32670
STORE_129,ITEM_9724,Raincoats,Outerwear,6/26/2025,25,211.38,5284.5,USA,Nevada,Las Vegas,35784
STORE_167,ITEM_3378,Vests,Outerwear,4/3/2025,28,23.32,652.96,USA,Florida,Miami,4933
STORE_187,ITEM_9687,Vests,Outerwear,6/25/2025,3,47.26,141.78,USA,Arizona,Phoenix,25646
STORE_142,ITEM_5466,Scarves,Accessories,8/31/2025,18,94.78,1706.04,USA,Georgia,Atlanta,80441
STORE_159,ITEM_7408,Sneakers,Footwear,5/22/2025,50,209.08,10454,USA,Colorado,Denver,14736
STORE_186,ITEM_6528,Blouses,Tops,9/16/2025,45,298.1,13414.5,USA,Washington,Seattle,82405
STORE_101,ITEM_2113,Jeans,Bottoms,9/17/2025,27,47.36,1278.72,USA,California,Los Angeles,38402
STORE_192,ITEM_4594,Sandals,Footwear,8/3/2025,19,90.53,1720.07,USA,Arizona,Phoenix,83441
STORE_107,ITEM_2506,Running Shoes,Footwear,5/27/2025,39,203.85,7950.15,USA,Colorado,Denver,2886
STORE_177,ITEM_2415,T-Shirts,Tops,8/6/2025,9,125.27,1127.43,USA,New York,New York,70597
STORE_132,ITEM_4018,Hats,Accessories,9/18/2025,19,150.75,2864.25,USA,New York,New York,27639
STORE_188,ITEM_7995,Sandals,Footwear,6/15/2025,43,235.57,10129.51,USA,Florida,Miami,5228
STORE_135,ITEM_2212,Skirts,Bottoms,7/3/2025,50,37.47,1873.5,USA,Texas,Houston,82113
STORE_133,ITEM_5230,Raincoats,Outerwear,7/15/2025,12,143.36,1720.32,USA,California,Los Angeles,97089
STORE_122,ITEM_7432,Coats,Outerwear,6/18/2025,42,157.78,6626.76,USA,Colorado,Denver,35827
STORE_156,ITEM_2740,Shirts,Tops,8/9/2025,46,92.52,4255.92,USA,Illinois,Chicago,50513
STORE_199,ITEM_5105,Running Shoes,Footwear,4/29/2025,29,25.25,732.25,USA,New York,New York,63178
STORE_185,ITEM_1619,Coats,Outerwear,4/30/2025,25,94.6,2365,USA,California,Los Angeles,55717
STORE_165,ITEM_1060,Trousers,Bottoms,5/27/2025,46,283.18,13026.28,USA,Colorado,Denver,8430
STORE_193,ITEM_7617,Vests,Outerwear,9/22/2025,50,247.44,12372,USA,Georgia,Atlanta,35212
STORE_188,ITEM_7298,Boots,Footwear,5/24/2025,50,154.98,7749,USA,California,Los Angeles,81249
STORE_151,ITEM_5961,Scarves,Accessories,5/13/2025,4,197.04,788.16,USA,Arizona,Phoenix,49745
STORE_110,ITEM_6571,Sneakers,Footwear,6/21/2025,30,232.93,6987.9,USA,Washington,Seattle,96842
STORE_149,ITEM_1644,Shorts,Bottoms,9/8/2025,43,73.48,3159.64,USA,Texas,Houston,1529
STORE_110,ITEM_8970,Jackets,Outerwear,6/30/2025,41,142.64,5848.24,USA,Arizona,Phoenix,99081
STORE_103,ITEM_4163,Blouses,Tops,6/15/2025,47,298.99,14052.53,USA,California,Los Angeles,97356
STORE_169,ITEM_2032,Shirts,Tops,7/30/2025,42,106.16,4458.72,USA,Georgia,Atlanta,27823
STORE_143,ITEM_1606,Socks,Accessories,6/6/2025,4,114.56,458.24,USA,California,Los Angeles,26036
STORE_183,ITEM_4468,Sandals,Footwear,9/10/2025,43,166.47,7158.21,USA,New York,New York,84485
STORE_109,ITEM_4817,Hats,Accessories,8/4/2025,3,225.93,677.79,USA,Colorado,Denver,5380
STORE_131,ITEM_1750,Jackets,Outerwear,8/18/2025,45,201.66,9074.7,USA,Nevada,Las Vegas,38834
STORE_112,ITEM_6035,Boots,Footwear,7/10/2025,30,191.14,5734.2,USA,California,Los Angeles,2157
STORE_163,ITEM_2870,Belts,Accessories,8/15/2025,39,243.77,9507.03,USA,New York,New York,25017
STORE_143,ITEM_7983,T-Shirts,Tops,9/17/2025,48,209.95,10077.6,USA,Illinois,Chicago,98878
STORE_117,ITEM_9943,Jeans,Bottoms,4/18/2025,21,254.2,5338.2,USA,Colorado,Denver,82945
STORE_142,ITEM_3841,T-Shirts,Tops,9/7/2025,5,53.81,269.05,USA,Colorado,Denver,50585
STORE_170,ITEM_7060,Shirts,Tops,6/13/2025,11,142.83,1571.13,USA,Texas,Houston,38106
STORE_180,ITEM_2637,Belts,Accessories,8/17/2025,40,125.32,5012.8,USA,Texas,Houston,6380
STORE_100,ITEM_2322,T-Shirts,Tops,5/2/2025,1,70.24,70.24,USA,Nevada,Las Vegas,33152
STORE_188,ITEM_8798,Sneakers,Footwear,8/7/2025,9,77.72,699.48,USA,Georgia,Atlanta,41005
STORE_122,ITEM_4919,Trousers,Bottoms,7/18/2025,40,213.67,8546.8,USA,Georgia,Atlanta,37107
STORE_180,ITEM_2442,Hats,Accessories,7/29/2025,20,117.4,2348,USA,Nevada,Las Vegas,98286
STORE_167,ITEM_2925,Boots,Footwear,9/1/2025,7,193.3,1353.1,USA,Illinois,Chicago,19866
STORE_135,ITEM_4409,Hats,Accessories,5/14/2025,4,74.24,296.96,USA,Nevada,Las Vegas,85975
STORE_120,ITEM_3888,Shirts,Tops,6/13/2025,43,278.35,11969.05,USA,Nevada,Las Vegas,6092
STORE_155,ITEM_4433,Sneakers,Footwear,9/15/2025,17,113.6,1931.2,USA,Florida,Miami,82539
STORE_168,ITEM_1859,Jackets,Outerwear,5/5/2025,12,64.25,771,USA,New York,New York,61629
STORE_109,ITEM_2901,Sandals,Footwear,7/7/2025,16,221.99,3551.84,USA,Washington,Seattle,96887
STORE_195,ITEM_4256,Scarves,Accessories,7/21/2025,44,271.54,11947.76,USA,Georgia,Atlanta,64430
STORE_112,ITEM_4731,T-Shirts,Tops,6/25/2025,16,226.57,3625.12,USA,Arizona,Phoenix,71823
STORE_160,ITEM_2204,Shirts,Tops,9/15/2025,38,155.63,5913.94,USA,Illinois,Chicago,83215
STORE_122,ITEM_8454,Coats,Outerwear,4/29/2025,25,124.58,3114.5,USA,Illinois,Chicago,26654
STORE_125,ITEM_5418,Coats,Outerwear,4/29/2025,22,55.62,1223.64,USA,Arizona,Phoenix,57126
STORE_114,ITEM_3236,Belts,Accessories,5/6/2025,30,148.4,4452,USA,Florida,Miami,44729
STORE_177,ITEM_5835,Hoodies,Tops,6/21/2025,11,241.07,2651.77,USA,Illinois,Chicago,90092
STORE_111,ITEM_4763,Hats,Accessories,6/16/2025,27,259.95,7018.65,USA,Colorado,Denver,59497
STORE_159,ITEM_8757,Coats,Outerwear,8/6/2025,18,24.06,433.08,USA,Colorado,Denver,55916
STORE_155,ITEM_6362,Coats,Outerwear,4/1/2025,38,82.27,3126.26,USA,Illinois,Chicago,4466
STORE_153,ITEM_1083,Hats,Accessories,8/1/2025,3,31.22,93.66,USA,Colorado,Denver,57026
STORE_150,ITEM_9701,Jackets,Outerwear,7/8/2025,31,246.72,7648.32,USA,Georgia,Atlanta,99347
STORE_110,ITEM_4940,Sandals,Footwear,6/29/2025,36,230.86,8310.96,USA,Nevada,Las Vegas,67652
STORE_137,ITEM_6872,Coats,Outerwear,4/4/2025,16,201.34,3221.44,USA,Texas,Houston,64037
STORE_120,ITEM_5994,Running Shoes,Footwear,7/4/2025,46,148.6,6835.6,USA,Nevada,Las Vegas,96742
STORE_198,ITEM_8598,Belts,Accessories,4/23/2025,9,264.78,2383.02,USA,Nevada,Las Vegas,32984
STORE_190,ITEM_8607,Coats,Outerwear,8/14/2025,41,20.38,835.58,USA,Arizona,Phoenix,27584
STORE_104,ITEM_9698,Sandals,Footwear,8/31/2025,19,139.25,2645.75,USA,Arizona,Phoenix,16990
STORE_194,ITEM_6500,Shorts,Bottoms,6/8/2025,4,164.13,656.52,USA,New York,New York,96882
STORE_146,ITEM_7274,Jeans,Bottoms,9/22/2025,30,193.36,5800.8,USA,New York,New York,57565
STORE_171,ITEM_2097,Skirts,Bottoms,8/31/2025,46,236.6,10883.6,USA,Texas,Houston,98871
STORE_114,ITEM_9841,Hoodies,Tops,4/15/2025,42,153.98,6467.16,USA,Illinois,Chicago,54473
STORE_145,ITEM_6250,Hats,Accessories,9/22/2025,18,161,2898,USA,Illinois,Chicago,96866
STORE_147,ITEM_2038,Raincoats,Outerwear,5/1/2025,23,146.67,3373.41,USA,California,Los Angeles,32639
STORE_186,ITEM_9714,Belts,Accessories,4/15/2025,35,271.85,9514.75,USA,Nevada,Las Vegas,20031
STORE_158,ITEM_4085,Raincoats,Outerwear,8/2/2025,6,42.45,254.7,USA,New York,New York,20010
STORE_121,ITEM_2791,Hoodies,Tops,8/10/2025,18,51.37,924.66,USA,New York,New York,78036
STORE_166,ITEM_4346,Shirts,Tops,8/8/2025,41,26.35,1080.35,USA,Texas,Houston,60469
STORE_153,ITEM_6680,Coats,Outerwear,6/26/2025,29,226.56,6570.24,USA,Nevada,Las Vegas,1192
STORE_102,ITEM_2031,Sneakers,Footwear,4/12/2025,15,253.79,3806.85,USA,Illinois,Chicago,13323
STORE_183,ITEM_6616,Scarves,Accessories,5/25/2025,42,240.31,10093.02,USA,Georgia,Atlanta,12580
STORE_172,ITEM_5982,Vests,Outerwear,9/5/2025,9,271.52,2443.68,USA,Nevada,Las Vegas,86321
STORE_161,ITEM_4715,Shorts,Bottoms,5/3/2025,24,291.8,7003.2,USA,Florida,Miami,73195
STORE_158,ITEM_5659,Boots,Footwear,8/4/2025,11,193.22,2125.42,USA,Arizona,Phoenix,85879
STORE_190,ITEM_3873,Hoodies,Tops,8/28/2025,45,273.32,12299.4,USA,Texas,Houston,2876
STORE_105,ITEM_2915,Blouses,Tops,5/16/2025,21,180.87,3798.27,USA,Illinois,Chicago,45077
STORE_126,ITEM_4022,Raincoats,Outerwear,6/14/2025,36,218,7848,USA,Arizona,Phoenix,57752
STORE_157,ITEM_7109,Skirts,Bottoms,8/24/2025,35,293.13,10259.55,USA,Texas,Houston,56039
STORE_151,ITEM_1408,Scarves,Accessories,7/24/2025,32,235.19,7526.08,USA,New York,New York,30203
STORE_194,ITEM_1070,Raincoats,Outerwear,8/14/2025,35,293.17,10260.95,USA,Texas,Houston,32485
STORE_196,ITEM_5748,Skirts,Bottoms,5/22/2025,37,206.73,7649.01,USA,Nevada,Las Vegas,8664
STORE_193,ITEM_2840,Socks,Accessories,9/3/2025,31,272.05,8433.55,USA,Arizona,Phoenix,2438
STORE_151,ITEM_1406,T-Shirts,Tops,6/22/2025,40,255.45,10218,USA,Florida,Miami,17040
STORE_107,ITEM_6347,Raincoats,Outerwear,7/17/2025,39,199.57,7783.23,USA,New York,New York,33535
STORE_102,ITEM_4206,Hats,Accessories,4/3/2025,6,170.76,1024.56,USA,Florida,Miami,58577
STORE_124,ITEM_7462,Jackets,Outerwear,9/21/2025,32,108.97,3487.04,USA,Washington,Seattle,2920
STORE_118,ITEM_7513,Belts,Accessories,6/24/2025,46,259.07,11917.22,USA,Arizona,Phoenix,2804
STORE_136,ITEM_1199,Trousers,Bottoms,8/19/2025,23,118.38,2722.74,USA,Arizona,Phoenix,28609
STORE_194,ITEM_8278,Jackets,Outerwear,4/21/2025,27,245.03,6615.81,USA,Illinois,Chicago,33592
STORE_117,ITEM_7786,Shorts,Bottoms,7/12/2025,38,187.42,7121.96,USA,Georgia,Atlanta,7039
STORE_167,ITEM_8776,Blouses,Tops,7/18/2025,22,38.51,847.22,USA,Florida,Miami,29097
STORE_152,ITEM_1108,Socks,Accessories,4/30/2025,41,276.03,11317.23,USA,New York,New York,84758
STORE_190,ITEM_8571,Coats,Outerwear,9/12/2025,37,231.47,8564.39,USA,Washington,Seattle,71058
STORE_137,ITEM_7254,Blouses,Tops,8/28/2025,36,157.36,5664.96,USA,Texas,Houston,85186
STORE_128,ITEM_8593,Skirts,Bottoms,4/15/2025,2,241.54,483.08,USA,Nevada,Las Vegas,97132
STORE_115,ITEM_8742,Hoodies,Tops,6/3/2025,42,206.46,8671.32,USA,Florida,Miami,57100
STORE_188,ITEM_9059,Trousers,Bottoms,4/7/2025,42,88.53,3718.26,USA,Texas,Houston,42492
STORE_176,ITEM_2093,Sneakers,Footwear,5/4/2025,48,121.29,5821.92,USA,Nevada,Las Vegas,5355
STORE_188,ITEM_8799,Vests,Outerwear,7/9/2025,8,124.5,996,USA,Florida,Miami,64922
STORE_174,ITEM_3668,Belts,Accessories,9/10/2025,4,60.92,243.68,USA,Florida,Miami,5022
STORE_106,ITEM_3675,Coats,Outerwear,9/4/2025,18,121.13,2180.34,USA,Arizona,Phoenix,52107
STORE_167,ITEM_5778,Jeans,Bottoms,5/3/2025,41,282.17,11568.97,USA,Florida,Miami,29897
STORE_176,ITEM_2548,Hats,Accessories,7/6/2025,49,66.8,3273.2,USA,Texas,Houston,10567
STORE_187,ITEM_5447,Skirts,Bottoms,7/12/2025,45,212.74,9573.3,USA,Florida,Miami,71055
STORE_117,ITEM_1211,Sneakers,Footwear,8/8/2025,34,98.8,3359.2,USA,Texas,Houston,40535
STORE_113,ITEM_3671,Vests,Outerwear,4/8/2025,14,63.28,885.92,USA,Arizona,Phoenix,87639
STORE_168,ITEM_9612,Blouses,Tops,6/14/2025,46,174.31,8018.26,USA,Washington,Seattle,41520
STORE_114,ITEM_2251,Sandals,Footwear,8/21/2025,9,278.55,2506.95,USA,Nevada,Las Vegas,87064
STORE_117,ITEM_6940,Raincoats,Outerwear,8/14/2025,29,269.12,7804.48,USA,Florida,Miami,31348
STORE_103,ITEM_5991,Scarves,Accessories,9/10/2025,48,248.08,11907.84,USA,Texas,Houston,3355
STORE_139,ITEM_4712,Blouses,Tops,9/19/2025,9,78.76,708.84,USA,Texas,Houston,84647
STORE_102,ITEM_2273,Sandals,Footwear,6/14/2025,50,155.59,7779.5,USA,New York,New York,88000
STORE_104,ITEM_2766,Jackets,Outerwear,6/24/2025,43,163.77,7042.11,USA,Illinois,Chicago,50028
STORE_105,ITEM_5145,Sandals,Footwear,8/7/2025,5,104.46,522.3,USA,New York,New York,57439
STORE_175,ITEM_4365,Running Shoes,Footwear,4/19/2025,13,71.74,932.62,USA,New York,New York,58632
STORE_195,ITEM_3384,Jeans,Bottoms,6/15/2025,18,285.66,5141.88,USA,New York,New York,29038
STORE_199,ITEM_9202,Skirts,Bottoms,6/15/2025,47,191.63,9006.61,USA,Texas,Houston,7873
STORE_167,ITEM_1229,Belts,Accessories,6/30/2025,14,220.43,3086.02,USA,New York,New York,11083
STORE_192,ITEM_1070,Shorts,Bottoms,7/1/2025,7,278.78,1951.46,USA,Washington,Seattle,5104
STORE_156,ITEM_4033,Socks,Accessories,4/25/2025,44,288.17,12679.48,USA,Arizona,Phoenix,54430
STORE_127,ITEM_7948,Hoodies,Tops,4/7/2025,33,83.72,2762.76,USA,Georgia,Atlanta,91868
STORE_114,ITEM_8633,Sneakers,Footwear,4/28/2025,34,58.06,1974.04,USA,New York,New York,4621
STORE_110,ITEM_1665,Skirts,Bottoms,4/14/2025,21,158.24,3323.04,USA,Washington,Seattle,35786
STORE_187,ITEM_6111,Raincoats,Outerwear,4/29/2025,29,83.24,2413.96,USA,Nevada,Las Vegas,82473
